jumpHeight,takeOffVelocity,bodyWeight,pushOffDistance,maxPower,maxPowerRelative,slope,slopeRelative
0.085885866,1.298106581,75,0.35,836.095446,11.14793928,-2488.250143,-33.17666857
0.081510738,1.264610884,80,0.35,835.2269834,10.44033729,-2476.256509,-30.95320636
0.077207447,1.23077622,85,0.35,834.6550025,9.819470617,-2452.725185,-28.85559041
0.073380074,1.199882103,90,0.35,833.6699351,9.262999278,-2431.04329,-27.01159211
0.099966207,1.400477409,70,0.35,1015.76712,14.51095886,-3084.069758,-44.05813941
0.096444528,1.375587745,75,0.35,1008.031414,13.44041886,-3023.349689,-40.31132919
0.092918265,1.350206044,80,0.35,1010.41402,12.63017525,-3054.775418,-38.18469272
0.089396043,1.324367908,85,0.35,1008.972808,11.87026833,-3026.197781,-35.60232683
0.085885866,1.298106581,90,0.35,1009.645905,11.21828783,-3026.698643,-33.62998492
0.107760133,1.454047387,70,0.35,1189.420578,16.99172255,-3619.75755,-51.71082214
0.104936369,1.434869878,75,0.35,1182.637423,15.76849898,-3575.80642,-47.67741893
0.101375999,1.410318086,80,0.35,1185.8941,14.82367625,-3610.482275,-45.13102844
0.097858773,1.385636721,85,0.35,1181.407712,13.89891426,-3557.411314,-41.85189781
0.095022996,1.365412456,90,0.35,1184.670014,13.16300015,-3591.456086,-39.90506762
0.113882486,1.494782383,70,0.35,1365.370907,19.50529867,-4164.383418,-59.49119169
0.110811674,1.474491455,75,0.35,1361.854753,18.15806338,-4141.860897,-55.22481196
0.107760133,1.454047387,80,0.35,1353.869689,16.92337111,-4117.128163,-51.46410204
0.104729765,1.433456661,85,0.35,1353.696917,15.92584608,-4102.749818,-48.26764492
0.102439248,1.417694623,90,0.35,1354.498542,15.0499838,-4096.225234,-45.51361371
0.118285173,1.523402472,70,0.35,1523.904651,21.77006644,-4618.178779,-65.97398256
0.115644768,1.506303538,75,0.35,1517.865817,20.23821089,-4592.581226,-61.23441634
0.113009296,1.489040761,80,0.35,1525.137389,19.06421737,-4631.10329,-57.88879113
0.110380509,1.471620058,85,0.35,1527.969457,17.97611126,-4645.858771,-54.65716201
0.107760133,1.454047387,90,0.35,1536.016949,17.06685499,-4682.089679,-52.02321865
0.122374688,1.54951327,70,0.35,1676.48054,23.949722,-5046.134729,-72.08763899
0.119131846,1.528844932,75,0.35,1697.014317,22.62685757,-5150.026895,-68.66702527
0.116862381,1.514212641,80,0.35,1691.55021,21.14437762,-5118.024867,-63.97531083
0.114588839,1.499410894,85,0.35,1695.845158,19.95111951,-5158.024204,-60.68263769
0.112312877,1.484445568,90,0.35,1689.926054,18.77695615,-5123.157651,-56.9239739
0.134584336,1.624975282,70,0.35,851.7191667,12.16741667,-1538.026395,-21.97180564
0.125717163,1.570531989,75,0.35,852.8659607,11.37154614,-1500.06331,-20.00084414
0.117007529,1.515152706,80,0.35,851.8604891,10.64825611,-1491.065767,-18.63832208
0.108484724,1.458927788,85,0.35,854.5641676,10.05369609,-1455.414321,-17.12252143
0.101236717,1.40934892,90,0.35,856.7123196,9.519025773,-1432.384528,-15.91538365
0.163164899,1.789216398,70,0.35,1074.80844,15.35440628,-2012.822278,-28.75460397
0.154773671,1.742601338,75,0.35,1073.114729,14.30819638,-1999.920748,-26.66560998
0.146557586,1.695718091,80,0.35,1070.748056,13.3843507,-1982.259793,-24.77824742
0.138527193,1.648606542,85,0.35,1070.594207,12.59522597,-1970.548017,-23.18291785
0.132325479,1.611280826,90,0.35,1068.98739,11.87763767,-1935.797389,-21.50885988
0.182449957,1.892001099,70,0.35,1291.71299,18.45304272,-2440.236014,-34.86051448
0.176050013,1.858521256,75,0.35,1292.860526,17.23814035,-2412.207064,-32.16276086
0.169637827,1.824361303,80,0.35,1291.954559,16.14943199,-2432.320574,-30.40400718
0.161008,1.777351105,85,0.35,1291.345936,15.19230513,-2424.910705,-28.52836124
0.154773671,1.742601338,90,0.35,1291.261652,14.34735169,-2427.339859,-26.97044288
0.198153022,1.971740928,70,0.35,1515.850241,21.65500344,-2867.944354,-40.97063363
0.193392704,1.94791295,75,0.35,1511.297159,20.15062878,-2841.004735,-37.88006314
0.185830079,1.909446557,80,0.35,1520.435392,19.0054424,-2903.472915,-36.29341144
0.178424518,1.871012838,85,0.35,1515.176924,17.82561088,-2855.44755,-33.59350059
0.173651422,1.845817134,90,0.35,1514.597604,16.82886227,-2860.629892,-31.78477658
0.210984907,2.034581992,70,0.35,1733.822325,24.76889036,-3278.251297,-46.83216139
0.204533739,2.003235374,75,0.35,1720.860487,22.9448065,-3226.809792,-43.02413055
0.198153022,1.971740928,80,0.35,1738.711114,21.73388892,-3312.578559,-41.40723199
0.191852167,1.940139047,85,0.35,1720.488191,20.24103755,-3228.349018,-37.98057668
0.188387089,1.922538606,90,0.35,1728.082772,19.20091969,-3243.669515,-36.04077239
0.219633037,2.075861313,70,0.35,1927.771541,27.53959344,-3590.273182,-51.28961688
0.214226723,2.050153239,75,0.35,1946.312408,25.95083211,-3659.317284,-48.79089712
0.208838974,2.024208654,80,0.35,1942.339564,24.27924455,-3655.728453,-45.69660567
0.203478496,1.998061082,85,0.35,1937.916804,22.79902122,-3649.155543,-42.93124168
0.198153022,1.971740928,90,0.35,1933.1575,21.47952778,-3639.809007,-40.4423223
0.228624561,2.117926788,70,0.35,2127.895309,30.39850442,-3925.900747,-56.08429639
0.220604591,2.080447568,75,0.35,2134.983277,28.46644369,-3969.123146,-52.92164195
0.21612008,2.05919304,80,0.35,2135.4375,26.69296875,-3964.339071,-49.55423839
0.211625823,2.037669908,85,0.35,2147.665551,25.26665354,-4034.029391,-47.4591693
0.207128989,2.015904453,90,0.35,2146.009447,23.84454941,-4022.674072,-44.69637857
0.185775517,1.909166219,70,0.35,999.8433808,14.28347687,-1322.477071,-18.89252958
0.173518896,1.845112662,75,0.35,1001.084557,13.3477941,-1303.86672,-17.3848896
0.161516438,1.780155193,80,0.35,1003.45563,12.54319537,-1277.056675,-15.96320844
0.149793601,1.714336738,85,0.35,1010.605344,11.88947463,-1241.363494,-14.6042764
0.138375439,1.647703283,90,0.35,1013.790703,11.26434114,-1218.65334,-13.54059267
0.227940322,2.114755096,70,0.35,1257.220625,17.96029465,-1746.919087,-24.95598696
0.215352936,2.055535115,75,0.35,1253.059946,16.70746594,-1719.882192,-22.93176257
0.203206785,1.996726604,80,0.35,1255.029114,15.68786393,-1711.461507,-21.39326884
0.191483629,1.938274699,85,0.35,1253.865099,14.75135411,-1695.335309,-19.94512129
0.180167229,1.880127932,90,0.35,1252.541476,13.91712751,-1674.407617,-18.60452907
0.257234501,2.246539766,70,0.35,1513.271606,21.6181658,-2116.742491,-30.23917844
0.247692302,2.204477937,75,0.35,1513.091444,20.17455259,-2074.46537,-27.65953826
0.238251874,2.162059614,80,0.35,1513.241906,18.91552383,-2126.02629,-26.57532863
0.224246471,2.097549942,85,0.35,1509.796465,17.76231135,-2090.229881,-24.59093977
0.215352936,2.055535115,90,0.35,1511.500382,16.79444869,-2102.823742,-23.36470824
0.283095647,2.356764011,70,0.35,1757.256048,25.10365783,-2422.897374,-34.61281962
0.276133952,2.327605666,75,0.35,1765.398742,23.5386499,-2436.56763,-32.4875684
0.263302015,2.272880447,80,0.35,1777.313538,22.21641923,-2516.230956,-31.45288695
0.250982108,2.21906939,85,0.35,1766.791798,20.78578586,-2446.957718,-28.78773786
0.244374027,2.189661712,90,0.35,1763.210752,19.59123058,-2453.102162,-27.25669069
0.305508922,2.448282062,70,0.35,2026.397947,28.9485421,-2808.874166,-40.12677379
0.294132089,2.402263848,75,0.35,2020.321001,26.93761335,-2828.113276,-37.70817702
0.283095647,2.356764011,80,0.35,2021.559844,25.26949805,-2824.263158,-35.30328947
0.272400136,2.311815449,85,0.35,2028.21066,23.86130188,-2885.597266,-33.94820313
0.267923388,2.292740035,90,0.35,2010.886919,22.34318799,-2773.757633,-30.81952926
0.320575224,2.507924617,70,0.35,2244.65816,32.06654514,-3025.502788,-43.22146839
0.31089134,2.469754663,75,0.35,2246.006869,29.94675826,-3044.66225,-40.59549667
0.301412508,2.431812781,80,0.35,2268.154568,28.3519321,-3124.728764,-39.05910955
0.292146118,2.394140105,85,0.35,2265.802575,26.65650089,-3134.812886,-36.8801516
0.283095647,2.356764011,90,0.35,2262.552664,25.13947405,-3140.411911,-34.89346567
0.329759686,2.543596871,70,0.35,2517.37426,35.96248943,-3509.982671,-50.14260958
0.321694082,2.512297332,75,0.35,2522.250711,33.63000948,-3530.026586,-47.06702114
0.313732697,2.481015017,80,0.35,2525.432264,31.5679033,-3544.721195,-44.30901493
0.305886156,2.44979313,85,0.35,2527.146364,29.73113369,-3554.313373,-41.81545144
0.298161732,2.418663513,90,0.35,2527.612142,28.08457935,-3559.083438,-39.54537154
0.228382514,2.116805359,70,0.35,1125.543996,16.07919994,-1170.035143,-16.71478776
0.208420102,2.02217764,75,0.35,1121.462479,14.95283306,-1173.842043,-15.65122725
0.194187433,1.951911227,80,0.35,1131.18238,14.13977975,-1135.482902,-14.19353628
0.180278805,1.880710011,85,0.35,1131.953565,13.31710076,-1123.613548,-13.21898291
0.166716724,1.808585669,90,0.35,1143.533888,12.70593208,-1084.839907,-12.05377674
0.283121643,2.356872216,70,0.35,1409.577452,20.13682074,-1544.229781,-22.06042545
0.266545562,2.286837101,75,0.35,1407.280103,18.7637347,-1522.676534,-20.30235379
0.250752633,2.218054703,80,0.35,1408.47275,17.60590938,-1517.122736,-18.96403419
0.235673152,2.150327241,85,0.35,1409.048455,16.57704065,-1505.553781,-17.71239743
0.22124944,2.083486023,90,0.35,1411.743679,15.68604087,-1490.72281,-16.56358678
0.3223246,2.514758168,70,0.35,1691.529885,24.16471265,-1911.65319,-27.30933128
0.309641976,2.464787125,75,0.35,1686.772086,22.49029448,-1901.856195,-25.3580826
0.289405716,2.382884835,80,0.35,1686.113949,21.07642436,-1875.229096,-23.4403637
0.277866721,2.334897229,85,0.35,1690.222269,19.88496787,-1900.693074,-22.36109499
0.266545562,2.286837101,90,0.35,1689.042008,18.76713342,-1878.815439,-20.8757271
0.359187402,2.65466699,70,0.35,1974.247321,28.20353316,-2212.739377,-31.61056253
0.340047365,2.582969088,75,0.35,1963.852599,26.18470133,-2173.942963,-28.98590618
0.331292958,2.54950345,80,0.35,1972.842906,24.66053632,-2190.262786,-27.37828482
0.313794662,2.481260017,85,0.35,1981.537757,23.3122089,-2274.805874,-26.76242205
0.297278209,2.415077319,90,0.35,1973.790716,21.93100796,-2203.175282,-24.47972536
0.381267879,2.735045849,70,0.35,2256.729285,32.23898979,-2535.560776,-36.2222968
0.375557087,2.714485226,75,0.35,2241.042654,29.88056872,-2446.854844,-32.62473125
0.359187402,2.65466699,80,0.35,2259.274155,28.24092694,-2527.576396,-31.59470495
0.343615103,2.596483838,85,0.35,2248.665649,26.45488998,-2490.146128,-29.2958368
0.328789321,2.539851665,90,0.35,2265.577831,25.17308702,-2592.996809,-28.81107565
0.403465889,2.813538829,70,0.35,2522.4482,36.03497429,-2784.101225,-39.77287464
0.388896893,2.76227389,75,0.35,2523.854043,33.65138724,-2818.205594,-37.57607459
0.386351771,2.75322025,80,0.35,2523.78343,31.54729288,-2806.923719,-35.08654648
0.372489537,2.70337654,85,0.35,2541.938506,29.90515889,-2879.072529,-33.87144152
0.359187402,2.65466699,90,0.35,2553.939056,28.37710062,-2891.714388,-32.13015986
0.430210414,2.905293156,70,0.35,2807.453114,40.10647306,-3037.561052,-43.39372932
0.417340029,2.861505089,75,0.35,2816.416526,37.55222034,-3072.306425,-40.96408567
0.404904707,2.818551108,80,0.35,2823.099107,35.28873883,-3100.827961,-38.76034952
0.392890219,2.776419654,85,0.35,2827.796445,33.26819348,-3123.329802,-36.74505649
0.381278928,2.735085477,90,0.35,2830.793979,31.45326643,-3140.068755,-34.88965283
0.26203787,2.267417697,70,0.35,1226.492941,17.52132773,-1083.508128,-15.47868754
0.238302859,2.162290937,75,0.35,1227.411107,16.36548143,-1074.144155,-14.32192207
0.222097549,2.087475488,80,0.35,1232.953478,15.41191847,-1050.296841,-13.12871052
0.206271016,2.011724966,85,0.35,1242.221935,14.6143757,-1021.667711,-12.01962013
0.190840353,1.93501621,90,0.35,1260.192764,14.00214182,-984.136784,-10.93485316
0.317319316,2.495156304,70,0.35,1531.271748,21.87531069,-1417.539352,-20.25056217
0.29824519,2.41900199,75,0.35,1532.430889,20.43241185,-1409.707855,-18.79610473
0.280217663,2.344753834,80,0.35,1526.326569,19.07908211,-1417.989971,-17.72487463
0.270622306,2.304259021,85,0.35,1532.733499,18.03215881,-1387.461231,-16.3230733
0.253664457,2.230895931,90,0.35,1524.937425,16.94374917,-1406.489502,-15.62766113
0.375072787,2.712734428,70,0.35,1839.009717,26.27156738,-1760.372057,-25.14817225
0.359682823,2.656497127,75,0.35,1840.177911,24.53570547,-1759.377252,-23.45836336
0.334221628,2.560747612,80,0.35,1840.660318,23.00825398,-1735.222919,-21.69028648
0.320594914,2.508001636,85,0.35,1841.064997,21.6595882,-1743.578217,-20.5126849
0.29824519,2.41900199,90,0.35,1833.311037,20.37012264,-1759.02408,-19.544712
0.422207084,2.878142281,70,0.35,2141.832241,30.59760345,-1992.39121,-28.46273157
0.397268784,2.791847692,75,0.35,2144.514311,28.59352415,-2068.853824,-27.58471765
0.374158472,2.709425995,80,0.35,2147.973636,26.84967045,-2038.461817,-25.48077271
0.364520465,2.674302062,85,0.35,2136.043744,25.1299264,-2036.083856,-23.95392772
0.343761262,2.597035994,90,0.35,2142.642173,23.80713526,-2046.584241,-22.7398249
0.450709407,2.973704519,70,0.35,2440.340437,34.86200624,-2270.361032,-32.43372902
0.428517827,2.89957234,75,0.35,2448.949092,32.65265456,-2349.644702,-31.32859603
0.422207084,2.878142281,80,0.35,2447.8511,30.59813875,-2265.697128,-28.3212141
0.401983729,2.808366209,85,0.35,2452.280573,28.85035969,-2340.564128,-27.53604857
0.382988795,2.741211442,90,0.35,2454.923341,27.27692601,-2340.408592,-26.00453991
0.480647682,3.070880579,70,0.35,2745.517492,39.22167846,-2512.974667,-35.8996381
0.460789395,3.006773673,75,0.35,2746.959422,36.62612562,-2556.026181,-34.08034909
0.44209387,2.94514545,80,0.35,2746.349714,34.32937142,-2592.252317,-32.40315397
0.439633128,2.936937517,85,0.35,2747.457756,32.32303243,-2582.651998,-30.38414115
0.422207084,2.878142281,90,0.35,2763.014482,30.70016091,-2656.348329,-29.51498144
0.518169367,3.188492274,70,0.35,3056.795919,43.66851312,-2852.060229,-40.74371756
0.500088353,3.13236867,75,0.35,3054.393921,40.72525228,-2812.768415,-37.50357886
0.482936602,3.078183903,80,0.35,3062.146054,38.27682567,-2850.180336,-35.6272542
0.466640462,3.025803341,85,0.35,3023.3541,35.56887177,-2695.933337,-31.71686279
0.451129698,2.975090701,90,0.35,3030.548919,33.67276577,-2717.974886,-30.19972095
0.058754981,1.07367254,70,0.35,548.201149,7.831444986,-2613.727612,-37.33896588
0.055149347,1.040206801,75,0.35,546.5894803,7.287859738,-2574.750036,-34.33000048
0.05194578,1.009542572,80,0.35,545.9517493,6.824396867,-2529.057409,-31.61321761
0.048709506,0.977589132,85,0.35,544.9962557,6.411720655,-2479.198208,-29.16703774
0.045461966,0.944438332,90,0.35,544.9435794,6.05492866,-2421.817017,-26.90907796
0.068552856,1.159744383,70,0.35,696.4657282,9.949510403,-3454.990414,-49.35700592
0.066011119,1.138041366,75,0.35,695.7874354,9.277165805,-3437.941186,-45.83921582
0.062901828,1.110915782,80,0.35,694.2560218,8.678200272,-3405.710284,-42.57137855
0.060297953,1.087679108,85,0.35,692.701783,8.149432741,-3363.906581,-39.57537154
0.05722207,1.05957398,90,0.35,689.9625659,7.666250733,-3347.444189,-37.19382432
0.075602599,1.217917478,70,0.35,844.8437154,12.06919593,-4226.939969,-60.3848567
0.073227861,1.198636987,75,0.35,846.5287438,11.28704992,-4252.819158,-56.70425544
0.070834421,1.178885635,80,0.35,841.1405409,10.51425676,-4190.962123,-52.38702654
0.068427237,1.158681316,85,0.35,838.4170577,9.86373009,-4150.364327,-48.82781561
0.066011119,1.138041366,90,0.35,837.8522562,9.309469513,-4134.00745,-45.93341611
0.080275421,1.254991537,70,0.35,988.6548036,14.12364005,-4996.609033,-71.38012905
0.078499942,1.241035401,75,0.35,981.9154538,13.09220605,-4895.293081,-65.27057442
0.075971622,1.220886247,80,0.35,991.4833082,12.39354135,-5010.751577,-62.63439471
0.074151521,1.206172807,85,0.35,983.983488,11.57627633,-4902.441842,-57.67578638
0.071650038,1.185653302,90,0.35,988.5183517,10.98353724,-4998.945316,-55.54383685
0.084537708,1.287878033,70,0.35,1132.778212,16.18254588,-5673.60881,-81.05155442
0.082401543,1.271502372,75,0.35,1123.755402,14.98340537,-5636.406525,-75.152087
0.080275421,1.254991537,80,0.35,1129.781436,14.12226795,-5667.17129,-70.83964112
0.078160394,1.238348466,85,0.35,1130.02513,13.29441329,-5705.633425,-67.12509911
0.076781365,1.227375407,90,0.35,1128.795666,12.54217407,-5653.035114,-62.81150126
0.087482757,1.310118962,70,0.35,1274.071872,18.20102675,-6418.616539,-91.69452199
0.085679534,1.296546354,75,0.35,1282.277922,17.09703896,-6495.9514,-86.61268533
0.083876605,1.282832406,80,0.35,1268.335327,15.85419159,-6361.321635,-79.51652044
0.082074921,1.268979883,85,0.35,1285.149727,15.11940856,-6503.885568,-76.5163008
0.080275421,1.254991537,90,0.35,1264.479329,14.04977032,-6324.128334,-70.2680926
0.089444485,1.324726684,70,0.35,1413.269522,20.1895646,-7109.569975,-101.5652854
0.087929692,1.313461286,75,0.35,1428.697925,19.04930566,-7219.547791,-96.26063721
0.086408394,1.302049423,80,0.35,1420.792346,17.75990433,-7167.889751,-89.59862189
0.084881464,1.290493827,85,0.35,1413.056719,16.62419669,-7115.612592,-83.71308932
0.08334976,1.278797201,90,0.35,1405.507929,15.61675477,-7062.826829,-78.47585365
0.100700858,1.405614041,70,0.35,680.1842287,9.716917553,-2148.73096,-30.69615658
0.094590701,1.362303036,75,0.35,678.9549178,9.052732238,-2140.224095,-28.53632126
0.088532266,1.317954117,80,0.35,678.0022937,8.475028671,-2102.890108,-26.28612634
0.083554201,1.280364566,85,0.35,678.0481363,7.977036897,-2053.992837,-24.16462161
0.077561729,1.233596822,90,0.35,678.1316429,7.534796032,-2016.575402,-22.40639336
0.118572565,1.525252023,70,0.35,861.3976643,12.30568092,-2829.937138,-40.4276734
0.112982176,1.488862078,75,0.35,859.7787185,11.46371625,-2799.936369,-37.33248492
0.107463369,1.452043839,80,0.35,859.6777254,10.74597157,-2821.406396,-35.26757994
0.10343527,1.424570108,85,0.35,856.3230041,10.07438828,-2746.310987,-32.30954103
0.097990588,1.38656963,90,0.35,856.3282332,9.514758146,-2764.114899,-30.71238777
0.131168192,1.604219411,70,0.35,1035.413814,14.79162591,-3374.89646,-48.21280657
0.127068793,1.578952094,75,0.35,1038.198072,13.84264096,-3407.169791,-45.42893054
0.121130107,1.541613666,80,0.35,1036.163775,12.95204718,-3401.357351,-42.51696688
0.11706579,1.515529873,85,0.35,1033.416023,12.15783557,-3365.408929,-39.59304623
0.112982176,1.488862078,90,0.35,1034.702811,11.4966979,-3389.315506,-37.65906118
0.139213608,1.65268599,70,0.35,1203.624794,17.19463991,-3940.430291,-56.29186131
0.136398982,1.635893649,75,0.35,1201.808927,16.02411902,-3875.458895,-51.67278527
0.131461051,1.606009286,80,0.35,1211.702958,15.14628697,-3980.863025,-49.76078782
0.128553681,1.588150883,85,0.35,1213.429999,14.27564705,-3956.425401,-46.54618119
0.123707038,1.557925572,90,0.35,1212.595685,13.47328539,-4008.494591,-44.53882879
0.147430672,1.70076153,70,0.35,1370.652501,19.58075001,-4400.963843,-62.87091204
0.143305834,1.67680066,75,0.35,1375.896228,18.34528304,-4466.248465,-59.54997954
0.139213608,1.65268599,80,0.35,1380.412737,17.25515921,-4483.644941,-56.04556177
0.137286753,1.64120873,85,0.35,1380.428975,16.24034089,-4494.952801,-52.88179766
0.133200945,1.616602157,90,0.35,1374.586376,15.27318196,-4463.549916,-49.59499907
0.152801136,1.731461315,70,0.35,1538.915142,21.98450203,-4975.091923,-71.07274176
0.149393606,1.712046304,75,0.35,1540.412646,20.53883528,-4963.671788,-66.18229051
0.145990997,1.692437107,80,0.35,1541.147516,19.26434395,-4973.395063,-62.16743829
0.142596605,1.672646224,85,0.35,1540.404053,18.12240062,-4949.869505,-58.23375889
0.139213608,1.65268599,90,0.35,1535.004948,17.05561053,-4945.528033,-54.95031147
0.156020938,1.749608755,70,0.35,1686.289526,24.08985037,-5399.971834,-77.14245478
0.153244319,1.733970457,75,0.35,1707.009874,22.76013165,-5499.458182,-73.32610909
0.150454276,1.718113181,80,0.35,1705.206434,21.31508043,-5500.443388,-68.75554235
0.147653533,1.702046511,85,0.35,1702.88715,20.03396647,-5497.90248,-64.68120565
0.144844777,1.685780096,90,0.35,1726.987625,19.18875139,-5636.800831,-62.63112035
0.137074493,1.639939498,70,0.35,777.8420208,11.11202887,-1910.189019,-27.28841456
0.128555704,1.588163374,75,0.35,778.0766663,10.37435555,-1878.429787,-25.04573049
0.120174259,1.535519119,80,0.35,774.6336234,9.682920293,-1864.354812,-23.30443514
0.11382894,1.49443093,85,0.35,776.9402501,9.140473531,-1824.845992,-21.46877637
0.105576107,1.43923703,90,0.35,777.0076609,8.633418455,-1780.350114,-19.78166794
0.1628494,1.787485726,70,0.35,980.1225003,14.00175,-2468.694126,-35.26705895
0.154467604,1.740877477,75,0.35,980.067038,13.06756051,-2440.552872,-32.54070497
0.149164583,1.710733502,80,0.35,978.4679073,12.23084884,-2431.874847,-30.39843558
0.141045864,1.663526331,85,0.35,978.4831924,11.51156697,-2447.608518,-28.79539433
0.133161112,1.616360426,90,0.35,977.7308199,10.86367578,-2425.965147,-26.9551683
0.182053293,1.889943284,70,0.35,1175.727243,16.79610347,-2941.788803,-42.02555433
0.175864752,1.857543116,75,0.35,1177.647192,15.70196255,-2932.284799,-39.09713065
0.16970935,1.824745859,80,0.35,1182.304699,14.77880874,-2992.13841,-37.40173012
0.163593132,1.791562795,85,0.35,1181.564769,13.90076198,-2973.901325,-34.98707441
0.154467604,1.740877477,90,0.35,1174.379971,13.04866635,-2938.240442,-32.64711602
0.194497924,1.953471082,70,0.35,1368.93187,19.55616957,-3417.746524,-48.82495035
0.190315085,1.932351411,75,0.35,1366.605587,18.22140783,-3370.697845,-44.94263794
0.186039618,1.910522784,80,0.35,1380.181037,17.25226297,-3473.652729,-43.42065912
0.177984144,1.868702468,85,0.35,1375.8799,16.18682235,-3445.511353,-40.53542769
0.173726768,1.846217534,90,0.35,1373.807608,15.26452898,-3431.346599,-38.12607332
0.208397721,2.022069062,70,0.35,1557.41833,22.24883329,-3834.330523,-54.77615033
0.201371374,1.987688697,75,0.35,1558.810812,20.78414416,-3826.813201,-51.02417601
0.194497924,1.953471082,80,0.35,1562.728139,19.53410174,-3867.467277,-48.34334096
0.191861216,1.940184798,85,0.35,1566.685474,18.43159381,-3910.123349,-46.00145116
0.185157736,1.905989189,90,0.35,1567.783437,17.41981596,-3906.664508,-43.40738342
0.217488183,2.065700403,70,0.35,1737.42756,24.82039371,-4216.415771,-60.23451101
0.211614807,2.037616873,75,0.35,1733.538812,23.11385083,-4176.355579,-55.68474106
0.205821261,2.009530579,80,0.35,1757.178976,21.9647372,-4321.1231,-54.01403875
0.200114008,1.9814734,85,0.35,1736.544373,20.4299338,-4215.341588,-49.59225397
0.194497924,1.953471082,90,0.35,1750.550546,19.45056162,-4313.760476,-47.93067195
0.222836327,2.090944459,70,0.35,1892.960193,27.04228847,-4504.780255,-64.35400364
0.218020951,2.068228967,75,0.35,1898.591444,25.31455258,-4547.697742,-60.63596989
0.213234765,2.045401205,80,0.35,1935.404059,24.19255074,-4719.875253,-58.99844066
0.20848439,2.022489487,85,0.35,1945.75805,22.89127118,-4762.927111,-56.0344366
0.203775313,1.999517853,90,0.35,1946.32241,21.62580455,-4790.735988,-53.23039986
0.168540988,1.818453787,70,0.35,852.7615971,12.18230853,-1750.703196,-25.01004565
0.157748837,1.759270357,75,0.35,854.0812219,11.38774963,-1721.360354,-22.95147139
0.14722325,1.699564698,80,0.35,853.7406999,10.67175875,-1683.989577,-21.04986972
0.13696071,1.639258713,85,0.35,855.6163746,10.06607499,-1652.653033,-19.44297685
0.126962782,1.578293313,90,0.35,857.4624606,9.527360673,-1614.820015,-17.94244461
0.202267735,1.99210767,70,0.35,1072.585455,15.32264935,-2226.506553,-31.80723648
0.190971623,1.935681595,75,0.35,1072.81882,14.30425093,-2225.684569,-29.67579425
0.180157259,1.880075907,80,0.35,1072.800712,13.4100089,-2248.793671,-28.10992089
0.173721395,1.846188988,85,0.35,1072.198236,12.61409689,-2192.506594,-25.79419522
0.163464768,1.79085978,90,0.35,1071.561651,11.90624056,-2209.501657,-24.55001841
0.228787053,2.1186793,70,0.35,1292.62574,18.466082,-2674.944914,-38.21349877
0.214691437,2.052375697,75,0.35,1288.565643,17.18087525,-2675.989146,-35.67985529
0.206624604,2.013448467,80,0.35,1291.51046,16.14388075,-2680.183511,-33.50229388
0.19872206,1.974570032,85,0.35,1287.376965,15.14561136,-2684.482323,-31.58214497
0.190971623,1.935681595,90,0.35,1287.949906,14.31055451,-2671.368918,-29.68187686
0.246586526,2.19955169,70,0.35,1495.819467,21.36884952,-3014.438985,-43.06341408
0.240634288,2.172842547,75,0.35,1502.343034,20.03124045,-3088.943169,-41.18590892
0.228726313,2.118398043,80,0.35,1491.280091,18.64100114,-3041.825372,-38.02281715
0.223051107,2.091951891,85,0.35,1502.26469,17.67370224,-3093.802585,-36.39767747
0.211980915,2.039378719,90,0.35,1506.423696,16.73804107,-3139.958924,-34.88843249
0.260554935,2.260992662,70,0.35,1683.598776,24.05141108,-3302.010594,-47.17157991
0.256919647,2.245164465,75,0.35,1697.87473,22.63832973,-3400.29768,-45.33730239
0.246586526,2.19955169,80,0.35,1694.681081,21.18351351,-3399.022246,-42.48777807
0.236662088,2.154834137,85,0.35,1706.466912,20.07608132,-3458.196189,-40.68466104
0.233154152,2.138804447,90,0.35,1711.364019,19.01515576,-3513.977241,-39.04419157
0.274335556,2.32001371,70,0.35,1892.599654,27.03713791,-3727.257115,-53.24653021
0.265337005,2.281646781,75,0.35,1917.353454,25.56471272,-3871.713302,-51.62284402
0.263679497,2.274509118,80,0.35,1894.670292,23.68337866,-3740.437325,-46.75546657
0.2549947,2.236737807,85,0.35,1903.138718,22.38986727,-3803.863654,-44.75133711
0.246586526,2.19955169,90,0.35,1915.779838,21.28644265,-3860.795403,-42.8977267
0.282652263,2.354917705,70,0.35,2072.046488,29.60066411,-4032.14448,-57.602064
0.282787891,2.355482632,75,0.35,2076.230568,27.68307425,-4042.154633,-53.89539511
0.275180035,2.323581781,80,0.35,2110.634895,26.38293619,-4193.667973,-52.42084966
0.267757106,2.292028452,85,0.35,2101.264652,24.72076062,-4140.653179,-48.71356681
0.260518982,2.260836663,90,0.35,2105.531832,23.39479813,-4191.308313,-46.57009236
0.192191729,1.941855229,70,0.35,914.3411704,13.06201672,-1612.351136,-23.03358766
0.179663215,1.87749628,75,0.35,913.5853811,12.18113841,-1622.96876,-21.63958347
0.16751979,1.81293637,80,0.35,914.1694277,11.42711785,-1590.242285,-19.87802857
0.155736272,1.748011914,85,0.35,916.5699175,10.7831755,-1551.342517,-18.25108844
0.144298333,1.682597188,90,0.35,919.9290418,10.2214338,-1520.225042,-16.89138935
0.232345887,2.135093979,70,0.35,1150.06764,16.42953771,-2069.724543,-29.56749347
0.218578517,2.070871919,75,0.35,1145.948867,15.27931823,-2089.149953,-27.85533271
0.205558821,2.008249007,80,0.35,1148.118715,14.35148393,-2068.367372,-25.85459215
